full_text_id	screening_id	dedup_group	title	year	authors	venue	doi	arxiv_id	sources	source_files	provenance	duplicate_row_count	title_abstract_decision	title_abstract_rationale	has_abstract	needs_metadata_lookup	retrieval_priority	retrieval_status	pdf_path	text_path	full_text_decision	ci1_persistence	ci2_evaluation	ci3_year	ci4_language	ci5_publication_type	ce1_no_cross_session_persistence	ce2_not_software_dev	ce3_no_evaluation	ce4_tutorial_editorial_or_descriptive_survey	ce5_duplicate_or_superseded	exclusion_code	full_text_rationale	reviewer	reviewed_at_utc	notes
FT0085	TA00546	D00546	Self-Evolving Multi-Agent Collaboration Networks for Software Development	2024	Yue Hu; Yuzhu Cai; Yaxin Du; Xinyu Zhu; Xiangrui Liu; Zijie Yu; Yuchen Hou; Shuo Tang; Siheng Chen	arXiv	10.48550/arXiv.2410.16946	2410.16946	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.SE;cs.AI;cs.MA; backward | backward_from=mu2025experepair	2	maybe	EvoMAC self-evolves collaboration networks for software development; full text should verify eligible persistence across tasks.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0085_TA00546_self-evolving-multi-agent-collaboration-networks-for-software-development.pdf	search/full-texts/text/FT0085_TA00546_self-evolving-multi-agent-collaboration-networks-for-software-development.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text states that EvoMAC self-evolves the multi-agent collaboration network at test time for each specific software-development task; the evolved prompts/workflow are not shown to persist and transfer across independent tasks or sessions.	codex_full_text_009	2026-04-28T22:08:11Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 009 retrieved title/abstract maybe records.
FT0086	TA01016	D01016	BudgetMLAgent: A Cost-Effective LLM Multi-Agent system for Automating Machine Learning Tasks	2024	Shubham Gandhi; Manasi S. Patwardhan; L. Vig; Gautam M. Shroff		10.1145/3703412.3703416	2411.07464	citations	search/results-citations.json	backward | backward_from=guo2026eet	0	maybe	ML-engineering multi-agent system retrieves past observations, but full text must verify whether this is persistent reusable memory across tasks.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0086_TA01016_budgetmlagent-a-cost-effective-llm-multi-agent-system-for-automating-machine-lea.pdf	search/full-texts/text/FT0086_TA01016_budgetmlagent-a-cost-effective-llm-multi-agent-system-for-automating-machine-lea.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text describes BudgetMLAgent retrieving log observations as long-term memory within MLAgentBench runs, but the historical context is constructed during a run and no cross-session or cross-task write-back/reuse mechanism is established.	codex_full_text_009	2026-04-28T22:08:11Z	Verify persistence mechanism and task scope in full text. | retrieval ok via arxiv | Full-text batch 009 retrieved title/abstract maybe records.
FT0087	TA01095	D01095	CREF: An LLM-Based Conversational Software Repair Framework for Programming Tutors	2024	Boyang Yang; Haoye Tian; Weiguo Pian; Haoran Yu; Haitao Wang; Jacques Klein; Tégawendé F. Bissyandé; Shunfu Jin		10.1145/3650212.3680328	2406.13972	citations	search/results-citations.json	backward | backward_from=ma2026failuremem	0	maybe	Conversational software-repair framework mentions historical conversations, but full text must verify whether they are reused as persistent memory across repair sessions.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0087_TA01095_cref-an-llm-based-conversational-software-repair-framework-for-programming-tutor.pdf	search/full-texts/text/FT0087_TA01095_cref-an-llm-based-conversational-software-repair-framework-for-programming-tutor.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text describes Cref using historical conversation entries inside a multi-round repair dialogue for the same programming-tutor repair case; the conversation history helps subsequent generations within that session, but is not persisted and reused across independent repair sessions or tasks.	codex_full_text_009	2026-04-28T22:08:11Z	Verify persistence mechanism in full text. | retrieval ok via arxiv | Full-text batch 009 retrieved title/abstract maybe records.
FT0088	TA01157	D01157	Empowering Agile-Based Generative Software Development through Human-AI Teamwork	2024	Sai Zhang; Zhenchang Xing; Ronghui Guo; Fangzhou Xu; Lei Chen; Zhaoyuan Zhang; Xiaowang Zhang; Zhiyong Feng; Zhiqiang Zhuang		10.1145/3702987	2407.15568	citations	search/results-citations.json	forward | forward_from=qian2024iterative	0	maybe	AgileGen uses a memory pool of user decision-making scenarios for later software-generation users, but full text must verify agent-owned persistence and evaluation details.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0088_TA01157_empowering-agile-based-generative-software-development-through-human-ai-teamwork.pdf	search/full-texts/text/FT0088_TA01157_empowering-agile-based-generative-software-development-through-human-ai-teamwork.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes AgileGen maintaining a self-updating memory pool of prior user decision-making scenarios, retrieving similar entries for future software-generation tasks, and evaluating generated software with CodeBLEU, Pass@1, human evaluation, time, cost, and ablation-style comparisons.	codex_full_text_009	2026-04-28T22:08:11Z	Verify whether the memory pool satisfies CI1. | retrieval ok via arxiv | Full-text batch 009 retrieved title/abstract maybe records; boundary include because the stored experience is human decision data used by a software-generation agent.
FT0089	TA00075	D00075	Darwin Godel Machine: Open-Ended Evolution of Self-Improving Agents	2025	Jenny Zhang; Shengran Hu; Cong Lu; R. Lange; Jeff Clune	arXiv	10.48550/arXiv.2505.22954	2505.22954	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.AI; backward | backward_from=chen2025sweexp;xia2025livesweagent;weng2026groupevolving	4	maybe	Darwin Godel Machine is a self-improving coding-agent system; full text should verify whether persisted self-modifications meet CI1.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0089_TA00075_darwin-godel-machine-open-ended-evolution-of-self-improving-agents.pdf	search/full-texts/text/FT0089_TA00075_darwin-godel-machine-open-ended-evolution-of-self-improving-agents.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes the Darwin Godel Machine maintaining an archive of generated coding agents, selecting archived agents for self-modification, preserving auditable lineages of code changes/evaluations, and improving on SWE-bench and Polyglot with baselines for self-improvement and archive/open-ended exploration.	codex_full_text_009	2026-04-28T22:08:11Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 009 retrieved title/abstract maybe records.
FT0090	TA00079	D00079	EvoGit: Decentralized Code Evolution via Git-Based Multi-Agent Collaboration	2025		arXiv	10.48550/arXiv.2506.02049	2506.02049	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.DC;cs.AI;cs.MA;cs.NE	0	maybe	EvoGit uses a persistent Git phylogenetic graph for multi-agent code evolution; full text should verify whether it functions as eligible memory.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0090_TA00079_evogit-decentralized-code-evolution-via-git-based-multi-agent-collaboration.pdf	search/full-texts/text/FT0090_TA00079_evogit-decentralized-code-evolution-via-git-based-multi-agent-collaboration.txt	exclude	yes	no	yes	yes	yes	no	no	yes	no	no	CE3	Full text describes EvoGit's Git-backed version graph as memory and coordination substrate for decentralized code evolution, but the paper explicitly does not use standardized benchmarks or predefined numerical metrics, reporting two qualitative construction tasks rather than evaluation meeting the CI2 floor.	codex_full_text_009	2026-04-28T22:08:11Z	Calibration batch 003. | retrieval ok via arxiv | Full-text batch 009 retrieved title/abstract maybe records.
FT0091	TA00117	D00117	RedCodeAgent: Automatic Red-teaming Agent against Diverse Code Agents	2025		arXiv	10.48550/arXiv.2510.02609	2510.02609	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	2	maybe	RedCodeAgent has an adaptive memory module for red-teaming code agents; full text should verify persistence and eligibility.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0091_TA00117_redcodeagent-automatic-red-teaming-agent-against-diverse-code-agents.pdf	search/full-texts/text/FT0091_TA00117_redcodeagent-automatic-red-teaming-agent-against-diverse-code-agents.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes RedCodeAgent maintaining an adaptive memory of successful red-teaming experiences, storing trajectories, final evaluation results, and self-reflections, then retrieving similar entries for future red-teaming tasks against code agents, with broad attack-success evaluation.	codex_full_text_010	2026-04-28T22:10:36Z	Calibration batch 003. | retrieval ok via arxiv | Full-text batch 010 retrieved title/abstract maybe records.
FT0092	TA00119	D00119	Multi-Agent Code-Orchestrated Generation for Reliable Infrastructure-as-Code	2025		arXiv	10.48550/arXiv.2510.03902	2510.03902	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	0	maybe	MACOG includes a Memory Curator in multi-agent Infrastructure-as-Code generation; full text should verify persistence.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0092_TA00119_multi-agent-code-orchestrated-generation-for-reliable-infrastructure-as-code.pdf	search/full-texts/text/FT0092_TA00119_multi-agent-code-orchestrated-generation-for-reliable-infrastructure-as-code.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes MACOG using a Memory Curator that stores verified Infrastructure-as-Code tuples and typed motifs with metadata, retrieves them during later plan/compile steps, and evaluates the multi-agent IaC generator on IaC-Eval with metrics and ablations.	codex_full_text_010	2026-04-28T22:10:36Z	Calibration batch 003. | retrieval ok via arxiv | Full-text batch 010 retrieved title/abstract maybe records.
FT0093	TA00141	D00141	Self-Abstraction from Grounded Experience for Plan-Guided Policy Refinement	2025	Hiroaki Hayashi; Bo Pang; Wenting Zhao; Ye Liu; Akash Gokul; Srijan Bansal; Caiming Xiong; Semih Yavuz; Yingbo Zhou	arXiv	10.48550/arXiv.2511.05931	2511.05931	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.AI;cs.SE; backward+forward | forward_from=chen2025sweexp;zhang2025darwingodel | backward_from=chen2025sweexp	5	maybe	SAGE abstracts grounded experience for subsequent executions, but full text should verify cross-task persistence beyond repeated rollouts.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0093_TA00141_self-abstraction-from-grounded-experience-for-plan-guided-policy-refinement.pdf	search/full-texts/text/FT0093_TA00141_self-abstraction-from-grounded-experience-for-plan-guided-policy-refinement.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text describes SAGE inducing a plan abstraction from an exploration rollout and re-executing the same SWE-bench task with that plan; the grounded experience is intra-task refinement rather than persistent knowledge reused across independent sessions or tasks.	codex_full_text_010	2026-04-28T22:10:36Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 010 retrieved title/abstract maybe records.
FT0094	TA00283	D00283	Code Digital Twin: A Knowledge Infrastructure for AI-Assisted Complex Software Development	2025		arXiv	10.48550/arXiv.2503.07967	2503.07967	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	1	maybe	Code Digital Twin proposes persistent evolving software knowledge infrastructure; full text should verify evaluation and criteria fit.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0094_TA00283_code-digital-twin-a-knowledge-infrastructure-for-ai-assisted-complex-software-de.pdf	search/full-texts/text/FT0094_TA00283_code-digital-twin-a-knowledge-infrastructure-for-ai-assisted-complex-software-de.txt	exclude	yes	no	yes	yes	yes	no	no	yes	no	no	CE3	Full text proposes Code Digital Twin as a persistent evolving knowledge infrastructure for AI-assisted complex software development, but it is a conceptual roadmap/framework paper without quantitative or metric-based systematic evaluation meeting the CI2 floor.	codex_full_text_010	2026-04-28T22:10:36Z	Calibration batch 004. | retrieval ok via arxiv | Full-text batch 010 retrieved title/abstract maybe records.
FT0095	TA00284	D00284	A Self-Improving Coding Agent	2025	Maxime Robeyns; M. Szummer; Laurence Aitchison	arXiv	10.48550/arXiv.2504.15228	2504.15228	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.AI; backward | backward_from=weng2026groupevolving	5	maybe	The agent edits itself and improves on coding benchmarks; full text should verify whether persisted code changes satisfy CI1.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0095_TA00284_a-self-improving-coding-agent.pdf	search/full-texts/text/FT0095_TA00284_a-self-improving-coding-agent.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes a self-improving coding agent that keeps an archive of previous agents and benchmark results, selects the best archived agent for the next self-modification iteration, and reports gains on SWE-Bench Verified, LiveCodeBench, and synthetic benchmarks.	codex_full_text_010	2026-04-28T22:10:36Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 010 retrieved title/abstract maybe records.
FT0096	TA00287	D00287	Autonomous Code Evolution Meets NP-Completeness	2025		arXiv	10.48550/arXiv.2509.07367	2509.07367	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.AI;cs.LG;cs.LO	4	maybe	SATLUTION self-evolves repository-scale code and evolution policies; full text should verify persistent reusable experience.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0096_TA00287_autonomous-code-evolution-meets-np-completeness.pdf	search/full-texts/text/FT0096_TA00287_autonomous-code-evolution-meets-np-completeness.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes SATLUTION as a repository-scale LLM-based code-evolution framework that persists evolved solver repositories, self-evolves evolution policies/rules across cycles, and reports PAR-2 and solved-instance results against SAT Competition benchmarks.	codex_full_text_010	2026-04-28T22:10:36Z	Calibration batch 004. | retrieval ok via arxiv | Full-text batch 010 retrieved title/abstract maybe records; boundary include for repository-scale code evolution rather than conventional software repair.
FT0097	TA00291	D00291	Context Engineering for AI Agents in Open-Source Software	2025		arXiv	10.48550/arXiv.2510.21413	2510.21413	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	1	maybe	AGENTS.md context files are persistent project knowledge for coding agents, but full text should verify eligibility and evaluation.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0097_TA00291_context-engineering-for-ai-agents-in-open-source-software.pdf	search/full-texts/text/FT0097_TA00291_context-engineering-for-ai-agents-in-open-source-software.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text is an empirical study of human-maintained AI context files such as AGENTS.md in open-source repositories; these files persist developer-authored instructions, but the paper does not study an agent-owned write-back/reuse mechanism or performance impact.	codex_full_text_010	2026-04-28T22:10:36Z	Calibration batch 004. | retrieval ok via arxiv | Full-text batch 010 retrieved title/abstract maybe records.
FT0098	TA00292	D00292	Huxley-Gödel Machine: Human-Level Coding Agent Development by an Approximation of the Optimal Self-Improving Machine	2025	Wenyi Wang; Piotr Piekos; Nanbo Li; Firas Laakom; Yimeng Chen; Mateusz Ostaszewski; Mingchen Zhuge; Jurgen Schmidhuber	arXiv	10.48550/arXiv.2510.21614	2510.21614	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.AI; backward+forward | forward_from=zhang2025darwingodel | backward_from=chen2025sweexp;xia2025livesweagent	2	maybe	Huxley-Godel Machine is self-improving coding-agent development; full text should verify eligible persistent knowledge/evolution mechanism.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0098_TA00292_huxley-g-del-machine-human-level-coding-agent-development-by-an-approximation-of.pdf	search/full-texts/text/FT0098_TA00292_huxley-g-del-machine-human-level-coding-agent-development-by-an-approximation-of.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes the Huxley-Godel Machine maintaining a tree/archive of self-modified coding agents and evaluations, using clade-level metaproductivity to guide future self-improvement, and evaluating on SWE-bench Verified, SWE-bench Lite, and Polyglot.	codex_full_text_010	2026-04-28T22:10:36Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 010 retrieved title/abstract maybe records.
FT0099	TA00293	D00293	Live-SWE-agent: Can Software Engineering Agents Self-Evolve on the Fly?	2025	Chun Xia; Zhe Wang; Yan Yang; Yuxiang Wei; Ling-kai Zhang	arXiv	10.48550/arXiv.2511.13646	2511.13646	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.SE;cs.AI;cs.CL;cs.LG; backward+forward | forward_from=zhang2025darwingodel | backward_from=deng2026memcoder;shen2026structurally;wong2025confucius	8	maybe	Live-SWE-agent self-evolves during task execution; full text should verify cross-session persistence rather than within-task adaptation.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0099_TA00293_live-swe-agent-can-software-engineering-agents-self-evolve-on-the-fly.pdf	search/full-texts/text/FT0099_TA00293_live-swe-agent-can-software-engineering-agents-self-evolve-on-the-fly.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text describes Live-SWE-agent creating and refining custom tools on the fly for each individual SWE-bench issue; the tools are issue-specific runtime artifacts and are not shown to persist or transfer across independent sessions/tasks.	codex_full_text_010	2026-04-28T22:10:36Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 010 retrieved title/abstract maybe records.
FT0100	TA00330	D00330	Agents in software engineering: survey, landscape, and vision	2025	Wang Y.	Automated Software Engineering	10.1007/s10515-025-00544-2	2409.09030	arxiv_chunk; scopus	search/arxiv-query-chunk-results.tsv; search/scopus-results-family-b-generic-agent-memory-se.json	cs.SE;cs.AI;cs.CL; family_b_generic_agent_memory_se; Article	1	maybe	SE-agent survey includes memory in its framework; full text should verify whether it is an analytical contextual study relevant to persistence.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0100_TA00330_agents-in-software-engineering-survey-landscape-and-vision.pdf	search/full-texts/text/FT0100_TA00330_agents-in-software-engineering-survey-landscape-and-vision.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text is an analytical survey of LLM-based agents in software engineering that filters 115 papers, proposes a perception-memory-action framework, and analyzes semantic, episodic, and procedural memory roles in SE agents; retained as contextual/taxonomic evidence.	codex_full_text_010	2026-04-28T22:10:36Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 010 retrieved title/abstract maybe records; contextual analytical survey include.
FT0101	TA00340	D00340	Empirical Research on Utilizing LLM-based Agents for Automated Bug Fixing via LangGraph	2025		arXiv	10.48550/arXiv.2502.18465	2502.18465	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	2	maybe	LangGraph/ChromaDB framework stores contextual memory for historical bug-fix patterns; full text should verify evaluation strength.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0101_TA00340_empirical-research-on-utilizing-llm-based-agents-for-automated-bug-fixing-via-la.pdf	search/full-texts/text/FT0101_TA00340_empirical-research-on-utilizing-llm-based-agents-for-automated-bug-fixing-via-la.txt	exclude	yes	no	yes	yes	yes	no	no	yes	no	no	CE3	Full text describes LangGraph with ChromaDB memory search/create/update for bug-fixing patterns, but the evaluation consists of two illustrative examples and does not provide quantitative or metric-based systematic evaluation meeting the CI2 floor.	codex_full_text_011	2026-04-28T22:13:34Z	Calibration batch 004. | retrieval ok via arxiv | Full-text batch 011 retrieved title/abstract maybe records.
FT0102	TA00389	D00389	Beyond Task Completion: An Assessment Framework for Evaluating Agentic AI Systems	2025		arXiv	10.48550/arXiv.2512.12791	2512.12791	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.MA;cs.AI;cs.SE	0	maybe	Agent Assessment Framework evaluates memory/tool/environment behavior in a CloudOps use case; full text should verify software-engineering fit.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0102_TA00389_beyond-task-completion-an-assessment-framework-for-evaluating-agentic-ai-systems.pdf	search/full-texts/text/FT0102_TA00389_beyond-task-completion-an-assessment-framework-for-evaluating-agentic-ai-systems.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text proposes an Agent Assessment Framework with explicit memory-pillar metrics for storage/update correctness, retrieval accuracy, latency, and coverage, and validates it on a representative Autonomous CloudOps agentic system in a software-engineering/operations setting.	codex_full_text_011	2026-04-28T22:13:34Z	Calibration batch 004. | retrieval ok via arxiv | Full-text batch 011 retrieved title/abstract maybe records; contextual evaluation-framework include.
FT0103	TA00443	D00443	SE-Agent: Self-Evolution Trajectory Optimization in Multi-Step Reasoning with LLM-Based Agents	2025		arXiv	10.48550/arXiv.2508.02085	2508.02085	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.AI	1	maybe	SE-Agent reuses and evolves prior trajectories for SWE-Bench reasoning; full text should verify cross-task persistence.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0103_TA00443_se-agent-self-evolution-trajectory-optimization-in-multi-step-reasoning-with-llm.pdf	search/full-texts/text/FT0103_TA00443_se-agent-self-evolution-trajectory-optimization-in-multi-step-reasoning-with-llm.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text describes SE-Agent optimizing trajectory pools for a given SWE-bench task through revision, recombination, and refinement, but the trajectory memory is task-local search/reflection rather than persistent knowledge reused across independent sessions/tasks.	codex_full_text_011	2026-04-28T22:13:34Z	Calibration batch 004. | retrieval ok via arxiv | Full-text batch 011 retrieved title/abstract maybe records.
FT0104	TA00474	D00474	Magentic-UI: Towards Human-in-the-loop Agentic Systems	2025		arXiv	10.48550/arXiv.2507.22358	2507.22358	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.AI;cs.HC	0	maybe	Magentic-UI includes long-term memory in a human-in-the-loop agentic system with code/file tools; full text should verify persistence role.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0104_TA00474_magentic-ui-towards-human-in-the-loop-agentic-systems.pdf	search/full-texts/text/FT0104_TA00474_magentic-ui-towards-human-in-the-loop-agentic-systems.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Full text describes Magentic-UI's long-term plan memory for repetitive user tasks, but the evaluation is on general/web agent benchmarks and human-agent collaboration rather than software-development or coding-task benchmarks.	codex_full_text_011	2026-04-28T22:13:34Z	Calibration batch 004. | retrieval ok via arxiv | Full-text batch 011 retrieved title/abstract maybe records.
FT0105	TA00580	D00580	SEW: Self-Evolving Agentic Workflows for Automated Code Generation	2025	Siwei Liu; Jinyuan Fang; Han Zhou; Yingxu Wang; Zaiqiao Meng	arXiv	10.48550/arXiv.2505.18646	2505.18646	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.SE;cs.AI;cs.CL; backward | backward_from=tang2025agentkb	5	maybe	SEW self-evolves coding workflows; full text should verify whether the evolving workflow is an eligible persistence mechanism.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0105_TA00580_sew-self-evolving-agentic-workflows-for-automated-code-generation.pdf	search/full-texts/text/FT0105_TA00580_sew-self-evolving-agentic-workflows-for-automated-code-generation.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text describes SEW automatically evolving workflow structures and agent prompts for code-generation benchmarks, but it is workflow/prompt optimization rather than a mechanism that stores and reuses accumulated agent experience across sessions or independent tasks.	codex_full_text_011	2026-04-28T22:13:34Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 011 retrieved title/abstract maybe records.
FT0106	TA00605	D00605	AI-Driven Self-Evolving Software: A Promising Path Toward Software Automation	2025		arXiv	10.48550/arXiv.2510.00591	2510.00591	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE;cs.AI	1	maybe	AI-driven self-evolving software constructs and reuses functionality; full text should verify persistent memory and evaluation fit.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0106_TA00605_ai-driven-self-evolving-software-a-promising-path-toward-software-automation.pdf	search/full-texts/text/FT0106_TA00605_ai-driven-self-evolving-software-a-promising-path-toward-software-automation.txt	exclude	yes	no	yes	yes	yes	no	no	yes	no	no	CE3	Full text describes AI-driven self-evolving software that generates, stores, and reuses functionality, but reports representative case demonstrations and explicitly leaves benchmark construction to future work, so it does not meet the CI2 evaluation floor.	codex_full_text_011	2026-04-28T22:13:34Z	Calibration batch 004. | retrieval ok via arxiv | Full-text batch 011 retrieved title/abstract maybe records.
FT0107	TA00612	D00612	Agentsway -- Software Development Methodology for AI Agents-based Teams	2025		arXiv	10.48550/arXiv.2510.23664	2510.23664	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE;cs.AI	1	maybe	Agentsway describes retrospective learning across AI agent software-development teams; full text should verify evaluated persistence.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0107_TA00612_agentsway-software-development-methodology-for-ai-agents-based-teams.pdf	search/full-texts/text/FT0107_TA00612_agentsway-software-development-methodology-for-ai-agents-based-teams.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text describes Agentsway as a methodology using fine-tuned LLMs and human-reviewed artifacts for retrospective learning; the persistence is primarily parametric or process-level, not an explicit agent-owned memory artifact reused across coding-agent tasks.	codex_full_text_011	2026-04-28T22:13:34Z	Calibration batch 004. | retrieval ok via arxiv | Full-text batch 011 retrieved title/abstract maybe records.
FT0108	TA00688	D00688	SpecAgent: A Speculative Retrieval and Forecasting Agent for Code Completion	2025		arXiv	10.48550/arXiv.2510.17925	2510.17925	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE;cs.AI	0	maybe	SpecAgent builds speculative repository context for future edits; full text should verify whether it qualifies as persistent memory.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0108_TA00688_specagent-a-speculative-retrieval-and-forecasting-agent-for-code-completion.pdf	search/full-texts/text/FT0108_TA00688_specagent-a-speculative-retrieval-and-forecasting-agent-for-code-completion.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text describes SpecAgent constructing indexing-time speculative repository context blocks for future inline code completions, but this is repository context retrieval/forecasting without agent write-back or accumulated cross-session experience.	codex_full_text_011	2026-04-28T22:13:34Z	Calibration batch 005. | retrieval ok via arxiv | Full-text batch 011 retrieved title/abstract maybe records.
FT0109	TA00733	D00733	CODESYNC: Synchronizing Large Language Models with Dynamic Code Evolution at Scale	2025		arXiv	10.48550/arXiv.2502.16645	2502.16645	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.CL;cs.AI;cs.SE	0	maybe	CODESYNC updates LLMs with dynamic code knowledge; full text should verify whether it is eligible persistence rather than benchmark/data updating.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0109_TA00733_codesync-synchronizing-large-language-models-with-dynamic-code-evolution-at-scal.pdf	search/full-texts/text/FT0109_TA00733_codesync-synchronizing-large-language-models-with-dynamic-code-evolution-at-scal.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text describes CODESYNC as a benchmark and update-aware instruction-tuning dataset for synchronizing LLMs with evolving API knowledge; this is model/data updating rather than explicit runtime memory in an AI coding agent.	codex_full_text_011	2026-04-28T22:13:34Z	Calibration batch 005. | retrieval ok via arxiv | Full-text batch 011 retrieved title/abstract maybe records.
FT0110	TA00860	D00860	A Comprehensive Survey of Self-Evolving AI Agents: A New Paradigm Bridging Foundation Models and Lifelong Agentic Systems	2025	Jinyuan Fang; Yan Peng; Xi Zhang; Yingxu Wang; Xinhao Yi; Guibin Zhang; Yi Xu; Bin Wu; Siwei Liu; Zihao Li; Zhaochun Ren; Nikos Aletras; Xi Wang; Han Zhou; Zaiqiao Meng		10.48550/arxiv.2508.07407	2508.07407	citations	search/results-citations.json	backward | backward_from=weng2026groupevolving;memorytransfer2026	0	maybe	Self-evolving agent survey includes programming among application domains, but full text must determine whether it contributes eligible contextual evidence.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0110_TA00860_a-comprehensive-survey-of-self-evolving-ai-agents-a-new-paradigm-bridging-founda.pdf	search/full-texts/text/FT0110_TA00860_a-comprehensive-survey-of-self-evolving-ai-agents-a-new-paradigm-bridging-founda.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Full text is a broad survey of self-evolving AI agents across generic domains with only a domain-specific discussion of programming; its main contribution is not software development and it does not evaluate an SE/coding memory mechanism.	codex_full_text_011	2026-04-28T22:13:34Z	Verify survey scope and original analytical contribution. | retrieval ok via arxiv | Full-text batch 011 retrieved title/abstract maybe records.
